name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
miami,15/04/22,81.4,75.3,77.2,86.4,75.3,77.5,71.2,82.2,1.951,100,20.83,rain,0,0,23,17.4,93.7,1016.8,72.6,9.2,87,7.5,3,75,2022-04-15T06:57:48,2022-04-15T19:44:11,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"0878W,72202912888,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839"
miami,16/04/22,83.4,73.4,78.5,87,73.4,79.9,68.8,72.6,0,0,0,rain,0,0,24.2,14,107.1,1016.3,50.6,9.9,220.7,19,10,75,2022-04-16T06:56:51,2022-04-16T19:44:39,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,KTMB"
miami,17/04/22,84.6,73.5,79.6,88.6,73.5,81,68.9,70.4,0,0,0,,0,0,23,17.3,99.9,1015,44.5,9.9,234.1,20.2,10,75,2022-04-17T06:55:54,2022-04-17T19:45:08,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839"
miami,18/04/22,86.5,75.2,79.9,90.8,75.2,81.4,69.5,71.3,0.033,100,16.67,rain,0,0,17.7,12.4,102.8,1013.4,60.5,9.9,243.6,21,9,100,2022-04-18T06:54:58,2022-04-18T19:45:37,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839"
miami,19/04/22,87.2,72.3,78.4,89.7,72.3,79.3,67.6,71.2,0,0,0,,0,0,22.4,15,18.9,1016,25.2,9.9,231.4,20.1,9,75,2022-04-19T06:54:03,2022-04-19T19:46:07,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839"
miami,20/04/22,81.7,74.7,77.4,82.5,74.7,77.6,63.3,62.3,0.003,100,4.17,rain,0,0,28.5,22,60.1,1020.7,64.4,9.8,212,18.4,10,60,2022-04-20T06:53:09,2022-04-20T19:46:36,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839"
miami,21/04/22,82.7,73.3,76.8,83.3,73.3,77,62.5,61.7,0.04,100,12.5,rain,0,0,32.2,20.6,61.3,1022.5,60,9.9,188.3,16.2,9,30,2022-04-21T06:52:15,2022-04-21T19:47:05,0.67,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,KTMB"
miami,22/04/22,82.4,72.3,77.2,84.5,72.3,77.6,65.2,67,0.122,100,16.67,rain,0,0,32.2,20.2,59.7,1021.9,83.8,9.7,149.6,12.9,9,60,2022-04-22T06:51:22,2022-04-22T19:47:35,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839"
miami,23/04/22,82.7,74.3,77.6,84.7,74.3,78.1,64.2,63.8,0.001,100,4.17,rain,0,0,27.7,19.2,72.7,1020.3,72.7,9.9,227.3,19.8,10,60,2022-04-23T06:50:29,2022-04-23T19:48:05,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839"
miami,24/04/22,83.5,72.8,78.3,84.9,72.8,79.1,64.6,63,0,0,0,rain,0,0,27.7,19.2,87.3,1019,56.9,9.9,232.8,20.3,10,60,2022-04-24T06:49:38,2022-04-24T19:48:35,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839"
miami,25/04/22,83.3,74.6,78.5,85.1,74.6,79.1,65.7,65.2,0,0,0,rain,0,0,21.9,15.7,97.9,1019,46.7,9.9,234.8,20.5,10,60,2022-04-25T06:48:47,2022-04-25T19:49:05,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839"
miami,26/04/22,83.8,73.1,78.2,84.8,73.1,78.7,64.7,63.9,0.011,100,8.33,rain,0,0,20.8,12.7,97.9,1019.3,41.7,9.9,236.9,20.4,9,30,2022-04-26T06:47:57,2022-04-26T19:49:35,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"0878W,72202912888,74783012849,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202612826,72202012839"
miami,27/04/22,84.6,72.1,77.9,86.8,72.1,78.6,65.4,66.4,0,0,0,rain,0,0,19.8,13.5,138.7,1017.7,51.7,9.9,230.4,19.8,9,30,2022-04-27T06:47:08,2022-04-27T19:50:06,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839"
miami,28/04/22,87.2,73.7,77.6,88.5,73.7,78.1,66,68.8,0.201,100,12.5,rain,0,0,29,16,175.7,1016.3,59.5,9.7,226.8,19.6,9,30,2022-04-28T06:46:19,2022-04-28T19:50:36,0.92,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"0878W,KHWO,72202412882,72203792809,F8130,0235W,KMIA,KOPF,72202012839,KTMB"
miami,29/04/22,83.3,72.4,75.9,86.2,72.4,76.4,67.7,76.3,0.302,100,33.33,rain,0,0,25.3,14.6,90.4,1016.5,78.3,9.6,189.3,16.3,8,60,2022-04-29T06:45:32,2022-04-29T19:51:07,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839"
miami,30/04/22,83,70.6,76.5,85.7,70.6,77.1,67.8,75.5,1.049,100,41.67,rain,0,0,26.4,12.3,96.6,1016.3,70.3,9.6,157.8,13.5,10,60,2022-04-30T06:44:45,2022-04-30T19:51:38,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839"
miami,01/05/22,83.8,71.9,77.5,86,71.9,78.1,66.4,70,0.156,100,12.5,rain,0,0,23,15.9,94.8,1017.4,51.2,9.9,171.9,14.9,10,60,2022-05-01T06:44:00,2022-05-01T19:52:09,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839"
miami,02/05/22,84.2,74,79.1,88.5,74,80.5,68.1,69.6,0,0,0,rain,0,0,27.7,18.1,102.1,1018.1,50.5,9.9,220.8,19.2,8,60,2022-05-02T06:43:15,2022-05-02T19:52:40,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839"
miami,03/05/22,84.3,76.1,79.6,89.6,76.1,81.4,70.7,74.5,0.122,100,29.17,rain,0,0,23,14,99.8,1017.5,66.7,9.9,222.9,19.5,9,100,2022-05-03T06:42:31,2022-05-03T19:53:11,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839"
miami,04/05/22,87.1,72.9,79.3,92.7,72.9,81.2,71.4,77.8,0.223,100,41.67,rain,0,0,25.3,16.7,109,1017,47.6,9.8,226.7,19.5,9,100,2022-05-04T06:41:48,2022-05-04T19:53:43,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839"
miami,05/05/22,90.3,71.5,79.8,95.2,71.5,82.4,69.2,71.1,0,0,0,rain,0,0,19.7,11.6,111,1016.6,21.7,9.9,249.1,21.6,9,100,2022-05-05T06:41:06,2022-05-05T19:54:14,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839"
miami,06/05/22,91.8,75.7,83.9,96.8,75.7,86.5,69.9,65.1,0,0,0,rain,0,0,22.7,14.7,227,1014.9,31.8,9.9,238.7,20.5,9,100,2022-05-06T06:40:26,2022-05-06T19:54:46,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839"
miami,07/05/22,92.1,75.1,83.2,97,75.1,85.7,70.5,67.3,0.012,100,12.5,rain,0,0,28.9,19.7,243.1,1011.7,44.8,9.9,184.3,15.9,9,100,2022-05-07T06:39:46,2022-05-07T19:55:18,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839"
miami,08/05/22,91.4,74.5,81.8,96.8,74.5,84.9,70.6,70.1,0.099,100,20.83,rain,0,0,31.1,14.3,281.9,1010.7,51,9.9,197.4,17.2,9,100,2022-05-08T06:39:07,2022-05-08T19:55:49,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839"
miami,09/05/22,86,72.3,79.2,90.7,72.3,80.9,68.7,70.9,0,0,0,rain,0,0,24.3,16.1,50.9,1013.8,40.9,9.9,217.7,18.9,8,75,2022-05-09T06:38:29,2022-05-09T19:56:21,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839"
miami,10/05/22,83.8,72.3,77.8,83.8,72.3,78,61.7,58.5,0,0,0,rain,0,0,22.8,15.6,37,1016.6,40.5,9.9,263.6,22.6,9,10,2022-05-10T06:37:53,2022-05-10T19:56:53,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839"
miami,11/05/22,84.9,67.1,75,84.7,67.1,75.3,61.2,63.5,0,0,0,rain,0,0,24.3,18.6,8.7,1015.2,38.4,9.9,239.3,20.6,9,30,2022-05-11T06:37:17,2022-05-11T19:57:25,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839"
miami,12/05/22,81.2,67.4,74.5,82.4,67.4,74.7,64.7,72.6,0.107,100,16.67,rain,0,0,17.9,12,42.4,1013.4,57.1,9.9,243,20.8,10,60,2022-05-12T06:36:43,2022-05-12T19:57:57,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839"
miami,13/05/22,84.9,69.6,77.5,87.9,69.6,78.5,68,74,0,0,0,,0,0,18.3,12.2,131.2,1014,48.3,9.9,229.7,19.6,9,75,2022-05-13T06:36:10,2022-05-13T19:58:29,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839"
miami,14/05/22,87.8,73.5,80,92.4,73.5,82.1,69.6,71.3,0,0,0,rain,0,0,19.7,12.5,121.9,1014,48.2,9.9,238.4,20.7,9,100,2022-05-14T06:35:38,2022-05-14T19:59:01,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839"
miami,15/05/22,86.9,75.4,80.4,92.3,75.4,83,71.8,75.7,0.063,100,25,rain,0,0,17.2,13.5,120.9,1013.7,74.3,9.9,233.9,20.1,9,100,2022-05-15T06:35:07,2022-05-15T19:59:33,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"0878W,0081W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839"
miami,16/05/22,87.8,73.5,78.3,91.1,73.5,79.3,70.2,77.1,0.367,100,25,rain,0,0,33.3,9.8,209.2,1013.9,58.4,9.7,207.7,18,9,75,2022-05-16T06:34:37,2022-05-16T20:00:05,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839"
miami,17/05/22,88,73.5,79.9,92.5,73.5,82.4,70.4,73.6,0.018,100,8.33,rain,0,0,23,13,150.6,1015.6,27.7,9.9,254.4,22.1,9,75,2022-05-17T06:34:08,2022-05-17T20:00:36,0.55,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839"
miami,18/05/22,89.9,75.2,82.3,95.4,75.2,85.4,70.8,69.4,0,0,0,,0,0,19.7,12.8,125.5,1016.6,33,9.9,259.8,22.6,9,75,2022-05-18T06:33:41,2022-05-18T20:01:08,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839"
miami,19/05/22,89.6,77.3,82.9,97.8,77.3,87.5,73,72.8,0,0,0,rain,0,0,23,14.9,137.3,1015.7,39.6,9.9,230.8,20.1,9,100,2022-05-19T06:33:15,2022-05-19T20:01:40,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839"
miami,20/05/22,88.9,75,81.1,99.9,75,85.4,74.2,80.1,0.707,100,54.17,rain,0,0,35.2,18.5,132.8,1017.2,78.4,9.5,155.5,13.6,8,100,2022-05-20T06:32:50,2022-05-20T20:02:11,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,KTMB,0234W"
miami,21/05/22,88,79,83.8,99,79,92.6,76.6,79.2,0,0,0,rain,0,0,26.3,18.2,116.6,1020.5,78.4,9.2,177.6,15.2,7,100,2022-05-21T06:32:26,2022-05-21T20:02:43,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,KTMB"
miami,22/05/22,87.7,80.6,83.6,97,85.3,90.3,73.9,72.9,0,0,0,rain,0,0,24.2,15.9,112.6,1021.5,57.5,9.9,186.4,16.1,10,100,2022-05-22T06:32:04,2022-05-22T20:03:14,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,0081W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,KTMB,0234W"
miami,23/05/22,87.6,79.5,83.3,94.1,79.5,88.1,72.1,69.6,0.02,100,4.17,rain,0,0,23.5,17,108.1,1019,49.3,9.9,210.9,18.2,9,100,2022-05-23T06:31:42,2022-05-23T20:03:45,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,0234W"
miami,24/05/22,87.2,79.2,82.3,90.9,79.2,85.2,70.3,67.7,0.003,100,4.17,rain,0,0,26.4,17.6,112.2,1017.2,55.5,9.9,246.8,21.4,10,60,2022-05-24T06:31:22,2022-05-24T20:04:15,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,0234W"
miami,25/05/22,87.4,78.4,82.8,93.2,78.4,86.3,70.1,65.9,0,0,0,rain,0,0,27.7,19.4,111.6,1017.9,48.4,9.9,267.8,23.2,9,60,2022-05-25T06:31:03,2022-05-25T20:04:46,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,0234W"
miami,26/05/22,86.3,78.5,82.1,91,78.5,84.8,70,67.3,0,0,0,rain,0,0,21.9,15.8,113.6,1018.7,60,9.9,268.5,23.2,9,75,2022-05-26T06:30:46,2022-05-26T20:05:16,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839"
miami,27/05/22,89.1,78.5,83,94.8,78.5,86.9,71.4,68.6,0.002,100,8.33,rain,0,0,23.4,15.1,142,1016.4,54.3,9.9,241.1,20.9,9,75,2022-05-27T06:30:29,2022-05-27T20:05:46,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,0234W"
miami,28/05/22,88.7,73.1,81.4,95.3,73.1,84.2,71.2,72.3,0.249,100,25,rain,0,0,23.9,14.7,149,1014.2,49.7,9.8,251.6,21.6,9,75,2022-05-28T06:30:14,2022-05-28T20:06:15,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839"
miami,29/05/22,88.7,70.9,77.4,96.2,70.9,79.5,71.3,82.5,0.353,100,33.33,rain,0,0,27.2,17.1,136.5,1015.2,62.4,9.4,159.7,13.7,9,75,2022-05-29T06:30:01,2022-05-29T20:06:44,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"0878W,72202912888,74783012849,KHWO,72202412882,72203792809,KMIA,KOPF,72202612826,72202012839"
miami,30/05/22,86.9,72,78.2,92.3,72,79.3,71.2,79.8,0.491,100,20.83,rain,0,0,25.3,17.9,108.7,1016.5,64.9,9.6,176.8,15.1,9,75,2022-05-30T06:29:48,2022-05-30T20:07:13,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,KTMB"
miami,31/05/22,82.8,75.7,79.4,87.7,75.7,81.3,71.8,77.8,0.048,100,16.67,rain,0,0,12.1,10.7,73.7,1015.8,62.2,9.7,145.9,12.7,6,75,2022-05-31T06:29:37,2022-05-31T20:07:41,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839"
miami,01/06/22,89.3,73,79.2,94.4,73,81.2,71.8,79.6,1.579,100,20.83,rain,0,0,32.2,18,20.9,1013.2,53.4,9.4,214.3,18.4,8,75,2022-06-01T06:29:26,2022-06-01T20:08:09,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839"
miami,02/06/22,87.5,74.5,79.3,94.2,74.5,81.5,72.1,79.4,0.174,100,29.17,rain,0,0,33.8,12.8,120.8,1012.3,60.3,9.9,208.8,18.1,9,75,2022-06-02T06:29:18,2022-06-02T20:08:37,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,KTMB"
miami,03/06/22,77.6,72,74.8,77.6,72,74.8,72.4,92.4,1.399,100,91.67,rain,0,0,30.9,14.3,126.8,1011.3,98.8,7.3,31.8,2.8,1,30,2022-06-03T06:29:10,2022-06-03T20:09:04,0.14,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,KTMB"
miami,04/06/22,85.3,73.2,78.3,94.4,73.2,80.7,74.8,89.5,3.925,100,75,rain,0,0,37.6,16.8,208.4,1004.8,88.4,6.6,109.8,9.4,6,100,2022-06-04T06:29:04,2022-06-04T20:09:30,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,KTMB"
miami,05/06/22,87.3,73.2,79.9,93.7,73.2,83.4,72.7,79.8,0,0,0,rain,0,0,21.5,11,225,1008.2,41.7,9.9,235.5,20.6,9,60,2022-06-05T06:28:58,2022-06-05T20:09:56,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,KTMB"
miami,06/06/22,87.4,77.2,81.8,96,77.2,86.3,73.9,77.5,0.074,100,12.5,rain,0,0,25.3,12,189.9,1012.2,50.7,9.9,166.8,14.3,10,75,2022-06-06T06:28:55,2022-06-06T20:10:21,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"0878W,72202412882,72203792809,KMIA,KOPF,72202012839,KTMB"
miami,07/06/22,85.9,75.2,78.2,95.9,75.2,79.9,73.6,86.3,0.191,100,45.83,rain,0,0,23.8,15,186.6,1014.9,85.1,9.8,128.7,11.1,9,75,2022-06-07T06:28:52,2022-06-07T20:10:46,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"0878W,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,KTMB"
miami,08/06/22,87.3,73.4,79.5,95.3,73.4,82.5,71.8,78.3,0.078,100,16.67,rain,0,0,24.7,11.8,184.8,1016.3,61.9,9.8,279.8,24.2,10,100,2022-06-08T06:28:50,2022-06-08T20:11:09,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,KTMB"
miami,09/06/22,89.7,73.8,78.1,97.1,73.8,79.6,72.5,84,0.379,100,25,rain,0,0,40.3,13.3,255.5,1016.7,65.2,9.5,172.3,14.8,9,100,2022-06-09T06:28:50,2022-06-09T20:11:33,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,KTMB"
miami,10/06/22,86.3,74.6,78.6,94.2,74.6,80.5,71.9,80.6,0.083,100,12.5,rain,0,0,21.9,12.5,232.5,1015.6,59.7,9.8,133.5,11.6,9,75,2022-06-10T06:28:51,2022-06-10T20:11:55,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839"
miami,11/06/22,85.9,73.1,78.9,93,73.1,81,71.7,79.2,0.036,100,12.5,rain,0,0,22.2,10.2,200,1015.1,51,9.8,197.9,17.1,9,100,2022-06-11T06:28:53,2022-06-11T20:12:17,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,KTMB"
miami,12/06/22,88.7,75.3,81.9,98.1,75.3,86.9,73.9,77.4,0.7,100,16.67,rain,0,0,35.6,10.9,159.9,1017.1,47.7,9.8,222.3,19.3,9,100,2022-06-12T06:28:56,2022-06-12T20:12:38,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839"
miami,13/06/22,91.1,76.7,84.3,102.6,76.7,91.2,74.9,74.3,0,0,0,rain,0,0,19,13.1,115.3,1018.7,36.9,9.9,238.2,20.8,9,100,2022-06-13T06:29:00,2022-06-13T20:12:58,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839"
miami,14/06/22,89.3,80.5,84.3,100.1,86.6,92.7,75.6,75.8,0.047,100,12.5,rain,0,0,20.8,13.2,109.9,1018,36.7,9.6,267.2,23.1,9,100,2022-06-14T06:29:05,2022-06-14T20:13:18,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839"
miami,15/06/22,89.1,79.4,84.2,98.6,79.4,90.6,73.9,72,0,0,0,rain,0,0,21,13.7,88.2,1017,39.3,9.5,217.5,18.9,8,100,2022-06-15T06:29:12,2022-06-15T20:13:36,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839"
miami,16/06/22,90.3,80.8,84.8,99.8,86.3,91.9,73.9,70.5,0,0,0,rain,0,0,22.6,15.5,90,1017.6,55.1,9.9,257.5,22.3,9,100,2022-06-16T06:29:19,2022-06-16T20:13:54,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839"
miami,17/06/22,89.2,73.8,83.7,97.8,73.8,89.8,73.5,72.1,0.118,100,8.33,rain,0,0,20.8,12.6,60.8,1015.8,42.4,9.7,241.3,20.7,8,100,2022-06-17T06:29:28,2022-06-17T20:14:11,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839"
miami,18/06/22,90,77.6,83.5,99.8,77.6,88.8,72.9,70.8,0,0,0,,0,0,23,10.7,98.2,1013.9,39.3,9.9,280,24.2,9,100,2022-06-18T06:29:38,2022-06-18T20:14:27,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839"
miami,19/06/22,90.5,77,81.4,98.1,77,83.9,72.9,76.4,1.377,100,20.83,rain,0,0,31.1,14.8,300.2,1015.4,57.2,9.8,220.9,19.2,9,75,2022-06-19T06:29:48,2022-06-19T20:14:42,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839"
miami,20/06/22,88.2,77.3,82.2,97.7,77.3,86.9,74.4,78.2,0.027,100,8.33,rain,0,0,17.2,9.9,94.9,1019.1,59.7,9.8,184.5,16,9,100,2022-06-20T06:30:00,2022-06-20T20:14:56,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839"
miami,21/06/22,87.4,77.5,82.1,94.7,77.5,85,71.5,71.6,0.164,100,12.5,rain,0,0,27.7,16.5,43,1019.1,52.9,9.8,235.8,20.3,9,100,2022-06-21T06:30:13,2022-06-21T20:15:09,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839"
miami,22/06/22,85.9,75.3,80.8,87.5,75.3,82,67.5,65.2,0.142,100,20.83,rain,0,0,25,18.2,63.5,1016.3,63,9.7,269,23.3,9,30,2022-06-22T06:30:26,2022-06-22T20:15:20,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839"
miami,23/06/22,87.8,76.1,82.2,92.5,76.1,84.4,67.9,62.7,0,0,0,,0,0,16.1,11.2,121.5,1013.5,34.1,9.9,277,24.1,9,30,2022-06-23T06:30:41,2022-06-23T20:15:31,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839"
miami,24/06/22,90,78.4,84.1,99.2,78.4,88.7,71.7,66.9,0,0,0,rain,0,0,21.6,15.9,186.5,1014.1,40.5,9.9,241.8,20.9,8,100,2022-06-24T06:30:56,2022-06-24T20:15:41,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839"
